Order_ID,Product_ID,Product_Category,Quantity,Warehouse_ID,Warehouse_Location,Order_Date,Shipment_Date,Delivery_Date,Stock_Level,Reorder_Level,Supplier_ID,Supplier_Name,Cost_Per_Unit,Total_Cost,Delivery_Status,Delay_Days,Customer_Region,Shipping_Mode,Priority,Month,Year
O105010,P3954,Clothing,451,W3,Dammam,4/25/2022,4/28/2022,5/3/2022,57,79,S859,GlobalSupplies,290.19,130875.69,Delivered,2,Khobar,Road,High,4,2022
O105011,P7751,Clothing,34,W1,Dammam,4/20/2021,4/27/2021,5/1/2021,288,206,S938,WarePro,103.84,3530.56,Delivered,0,Khobar,Air,Low,4,2021
O105012,P8036,Electronics,343,W2,Medina,7/3/2021,7/3/2021,7/11/2021,793,52,S178,SupplyCo,198.93,68232.99,Delivered,5,Dammam,Road,High,7,2021
O105013,P2655,Electronics,431,W3,Medina,9/4/2022,9/5/2022,9/11/2022,707,56,S268,WarePro,19.4,8361.4,Pending,2,Abha,Sea,High,9,2022
O105014,P1226,Furniture,405,W1,Riyadh,7/7/2022,7/11/2022,7/14/2022,588,174,S381,WarePro,163.41,66181.05,Pending,1,Tabuk,Sea,Low,7,2022
O105015,P2360,Furniture,62,W1,Mecca,9/5/2021,9/6/2021,9/8/2021,181,288,S173,PrimeDistributors,5.76,357.12,Pending,0,Makkah,Rail,Medium,9,2021
O105016,P1697,Food & Beverages,37,W4,Dammam,4/21/2021,4/22/2021,4/30/2021,229,160,S318,SupplyCo,261.18,9663.66,Cancelled,6,Abha,Air,Low,4,2021
O105017,P5142,Furniture,417,W3,Medina,10/27/2021,10/29/2021,11/4/2021,866,217,S854,GlobalSupplies,127.94,53350.98,Delivered,2,Madina,Sea,High,10,2021
O105018,P9514,Automotive Parts,424,W4,Mecca,12/1/2022,12/6/2022,12/15/2022,45,183,S157,GlobalSupplies,100.31,42531.44,Delivered,4,New York,Rail,Medium,12,2022
O105019,P5952,Automotive Parts,217,W5,Dammam,3/2/2022,3/5/2022,3/13/2022,606,81,S779,PrimeDistributors,47.64,10337.88,In Transit,5,Madina,Road,Medium,3,2022
O105020,P6737,Furniture,46,W5,Riyadh,8/28/2023,8/30/2023,9/4/2023,769,144,S337,PrimeDistributors,130.65,6009.9,In Transit,1,Tabuk,Road,High,8,2023
O105021,P8752,Pharmaceuticals,383,W2,Mecca,3/19/2023,3/19/2023,3/22/2023,402,58,S973,SupplyCo,133.49,51126.67,Pending,0,Riyadh,Rail,Medium,3,2023
O105022,P3644,Electronics,349,W1,Mecca,2/19/2022,2/20/2022,3/1/2022,912,207,S471,SupplyCo,59.81,20873.69,In Transit,6,Madina,Rail,Low,2,2022
O105023,P2919,Electronics,431,W2,Jeddah,3/23/2021,3/28/2021,3/30/2021,405,186,S645,WarePro,414.63,178705.53,In Transit,0,Los Angeles,Road,Medium,3,2021
O105024,P6174,Electronics,375,W2,Medina,4/14/2022,4/20/2022,4/21/2022,528,283,S428,QuickShip,325.98,122242.5,Delivered,0,Tabuk,Rail,Medium,4,2022
O105025,P8828,Furniture,369,W2,Dammam,7/10/2023,7/10/2023,7/13/2023,299,131,S350,GlobalSupplies,52.85,19501.65,Delivered,1,Jazan,Sea,Medium,7,2023
O105026,P1564,Food & Beverages,348,W4,Riyadh,11/13/2023,11/20/2023,11/24/2023,979,73,S241,GlobalSupplies,301.65,104974.2,Cancelled,2,Los Angeles,Rail,Low,11,2023
O105027,P7674,Furniture,180,W2,Medina,2/2/2022,2/3/2022,2/11/2022,692,154,S223,PrimeDistributors,149.99,26998.2,Delivered,4,Madina,Rail,Low,2,2022
O105028,P6718,Clothing,337,W3,Jeddah,7/12/2023,7/19/2023,7/24/2023,498,253,S730,PrimeDistributors,281.96,95020.52,Cancelled,2,Dammam,Sea,Low,7,2023
O105029,P2953,Food & Beverages,326,W2,Riyadh,4/27/2024,4/29/2024,5/9/2024,868,245,S971,QuickShip,159.84,52107.84,Pending,7,Makkah,Road,Medium,4,2024
O105030,P9974,Furniture,87,W1,Jeddah,2/18/2021,2/18/2021,2/23/2021,60,277,S565,PrimeDistributors,82.97,7218.39,Cancelled,3,Tabuk,Road,Medium,2,2021
O105031,P8214,Food & Beverages,113,W4,Mecca,5/15/2021,5/15/2021,5/18/2021,431,276,S233,QuickShip,102.7,11605.1,Delivered,0,Khobar,Road,Medium,5,2021
O105032,P9419,Automotive Parts,15,W4,Medina,10/6/2022,10/9/2022,10/10/2022,64,174,S956,QuickShip,224.23,3363.45,Pending,0,Makkah,Air,High,10,2022
O105033,P6872,Furniture,69,W1,Jeddah,12/23/2024,12/27/2024,1/5/2025,940,192,S106,QuickShip,427.4,29490.6,Delivered,4,Dammam,Sea,High,12,2024
O105034,P8649,Electronics,227,W4,Medina,4/15/2023,4/22/2023,4/27/2023,793,207,S835,PrimeDistributors,427.98,97151.46,Cancelled,3,Abha,Rail,Low,4,2023
O105035,P9691,Pharmaceuticals,434,W5,Dammam,2/13/2023,2/20/2023,3/2/2023,699,281,S945,PrimeDistributors,390.67,169550.78,In Transit,6,Los Angeles,Sea,Medium,2,2023
O105036,P3898,Furniture,383,W1,Jeddah,3/27/2024,4/2/2024,4/8/2024,445,255,S823,WarePro,492.24,188527.92,Delivered,4,Los Angeles,Road,Low,3,2024
O105037,P3641,Automotive Parts,237,W1,Jeddah,9/21/2024,9/26/2024,10/3/2024,819,197,S218,SupplyCo,495.13,117345.81,Cancelled,5,Jazan,Sea,High,9,2024
O105038,P5196,Automotive Parts,371,W5,Mecca,12/17/2021,12/20/2021,12/27/2021,108,71,S964,PrimeDistributors,204.75,75962.25,Pending,4,Madina,Air,Medium,12,2021
O105039,P4818,Clothing,353,W4,Jeddah,9/1/2024,9/4/2024,9/13/2024,200,166,S734,GlobalSupplies,269.14,95006.42,Delivered,7,Los Angeles,Rail,Low,9,2024
O105040,P2385,Automotive Parts,127,W3,Riyadh,2/26/2022,3/4/2022,3/10/2022,978,224,S879,WarePro,35.07,4453.89,Cancelled,4,Abha,Rail,Low,2,2022
O105041,P6334,Automotive Parts,382,W2,Mecca,11/8/2023,11/12/2023,11/18/2023,750,217,S332,QuickShip,198.43,75800.26,In Transit,3,Abu Dhabi,Road,Medium,11,2023
O105042,P6693,Clothing,436,W4,Riyadh,10/31/2021,11/3/2021,11/10/2021,657,232,S409,WarePro,418.92,182649.12,In Transit,5,Dubai,Rail,Medium,10,2021
O105043,P7035,Clothing,344,W4,Mecca,5/31/2024,6/7/2024,6/9/2024,722,194,S756,SupplyCo,238.78,82140.32,In Transit,0,Jazan,Air,Medium,5,2024
O105044,P5346,Electronics,205,W3,Mecca,5/14/2023,5/19/2023,5/29/2023,954,267,S673,SupplyCo,12.24,2509.2,Delivered,6,Tabuk,Air,Low,5,2023
O105045,P9598,Pharmaceuticals,168,W1,Dammam,4/22/2024,4/25/2024,5/2/2024,143,65,S994,SupplyCo,216.14,36311.52,Cancelled,3,Dammam,Air,Medium,4,2024
O105046,P3419,Pharmaceuticals,436,W5,Medina,2/19/2023,2/23/2023,2/24/2023,742,210,S111,PrimeDistributors,284.84,124190.24,In Transit,0,Dubai,Sea,High,2,2023
O105047,P4469,Food & Beverages,287,W5,Dammam,3/22/2023,3/24/2023,4/1/2023,129,152,S696,QuickShip,338.95,97278.65,Pending,3,Tabuk,Rail,Low,3,2023
O105048,P7127,Electronics,239,W4,Jeddah,9/21/2024,9/21/2024,9/28/2024,788,248,S521,PrimeDistributors,401.12,95867.68,Delivered,4,Dubai,Air,Medium,9,2024
O105049,P7391,Automotive Parts,316,W3,Medina,11/15/2023,11/16/2023,11/24/2023,192,187,S901,WarePro,403.21,127414.36,Cancelled,3,Abha,Rail,Low,11,2023
O105050,P9955,Food & Beverages,58,W3,Jeddah,7/7/2024,7/9/2024,7/19/2024,804,288,S710,WarePro,7.33,425.14,Delivered,5,New York,Rail,High,7,2024
O105051,P7285,Clothing,179,W2,Mecca,10/21/2023,10/27/2023,11/3/2023,906,168,S604,WarePro,458.99,82159.21,In Transit,5,Abu Dhabi,Road,Medium,10,2023
O105052,P3236,Furniture,312,W4,Mecca,9/17/2024,9/18/2024,9/23/2024,589,190,S706,GlobalSupplies,374.83,116946.96,Delivered,1,Riyadh,Air,High,9,2024
O105053,P4699,Food & Beverages,264,W3,Dammam,7/12/2023,7/17/2023,7/26/2023,21,68,S286,SupplyCo,294.86,77843.04,Pending,4,Riyadh,Rail,High,7,2023
O105054,P1454,Pharmaceuticals,284,W1,Dammam,7/10/2024,7/12/2024,7/18/2024,286,300,S507,PrimeDistributors,44.78,12717.52,Delivered,4,Khobar,Air,Low,7,2024
O105055,P7313,Food & Beverages,68,W2,Jeddah,6/9/2021,6/16/2021,6/24/2021,69,262,S316,SupplyCo,316,21488,Pending,4,Makkah,Road,Low,6,2021
O105056,P3458,Food & Beverages,325,W3,Mecca,3/13/2023,3/20/2023,3/29/2023,243,73,S755,WarePro,279.41,90808.25,Pending,7,Los Angeles,Sea,Low,3,2023
O105057,P1753,Furniture,158,W2,Riyadh,6/30/2025,7/5/2025,7/11/2025,344,240,S445,WarePro,106.78,16871.24,Pending,4,Jazan,Road,High,6,2025
O105058,P2588,Food & Beverages,332,W5,Medina,1/11/2023,1/17/2023,1/21/2023,783,218,S926,WarePro,79.14,26274.48,Pending,1,Dammam,Sea,High,1,2023
O105059,P7052,Food & Beverages,486,W5,Dammam,7/23/2022,7/27/2022,7/29/2022,102,232,S740,GlobalSupplies,20.65,10035.9,Delivered,0,New York,Air,Medium,7,2022
O105060,P7560,Pharmaceuticals,67,W1,Mecca,3/29/2024,4/2/2024,4/12/2024,464,267,S992,QuickShip,459.03,30755.01,Delivered,6,Tabuk,Air,Low,3,2024
O105061,P9945,Pharmaceuticals,48,W3,Jeddah,1/4/2021,1/7/2021,1/9/2021,882,133,S193,GlobalSupplies,359.39,17250.72,Cancelled,0,Dubai,Road,High,1,2021
O105062,P4503,Automotive Parts,116,W5,Mecca,7/4/2023,7/9/2023,7/19/2023,123,172,S296,PrimeDistributors,429.45,49816.2,Cancelled,6,Madina,Air,Low,7,2023
O105063,P5162,Pharmaceuticals,45,W5,Medina,3/8/2022,3/9/2022,3/16/2022,14,54,S184,PrimeDistributors,52.03,2341.35,In Transit,2,Dubai,Sea,High,3,2022
O105064,P1332,Automotive Parts,348,W5,Jeddah,3/29/2023,4/1/2023,4/5/2023,712,241,S541,WarePro,465.79,162094.92,Delivered,2,Abu Dhabi,Rail,High,3,2023
O105065,P6300,Pharmaceuticals,363,W3,Riyadh,5/23/2024,5/24/2024,5/29/2024,510,102,S960,SupplyCo,295.39,107226.57,Cancelled,0,Dubai,Road,Medium,5,2024
O105066,P9779,Food & Beverages,487,W4,Dammam,10/15/2024,10/16/2024,10/23/2024,788,221,S212,SupplyCo,215.91,105148.17,Cancelled,4,Los Angeles,Rail,Low,10,2024
O105067,P8458,Electronics,451,W5,Medina,7/6/2023,7/9/2023,7/10/2023,890,256,S537,QuickShip,58.7,26473.7,In Transit,0,Dubai,Road,High,7,2023
O105068,P3779,Furniture,304,W3,Medina,5/6/2025,5/12/2025,5/15/2025,406,58,S275,PrimeDistributors,399.43,121426.72,Delivered,1,Abha,Air,Medium,5,2025
O105069,P2934,Automotive Parts,409,W1,Riyadh,11/22/2023,11/27/2023,11/28/2023,577,205,S800,WarePro,155.05,63415.45,Delivered,0,Tabuk,Sea,Low,11,2023
O105070,P7681,Clothing,33,W1,Jeddah,7/28/2024,7/28/2024,8/6/2024,824,167,S506,QuickShip,56.23,1855.59,Cancelled,4,Khobar,Air,Low,7,2024
O105071,P2331,Pharmaceuticals,249,W4,Riyadh,5/7/2021,5/9/2021,5/10/2021,206,185,S766,PrimeDistributors,10.52,2619.48,Cancelled,0,Dammam,Sea,High,5,2021
O105072,P7999,Electronics,495,W1,Medina,4/29/2023,5/3/2023,5/4/2023,628,299,S664,PrimeDistributors,85.13,42139.35,Cancelled,0,Los Angeles,Air,High,4,2023
O105073,P2987,Electronics,312,W3,Mecca,7/18/2022,7/18/2022,7/22/2022,698,175,S139,SupplyCo,193.57,60393.84,Cancelled,0,Tabuk,Rail,Medium,7,2022
O105074,P8935,Automotive Parts,133,W5,Dammam,8/4/2024,8/6/2024,8/15/2024,710,67,S535,GlobalSupplies,6.37,847.21,Pending,4,Dammam,Road,Medium,8,2024
O105075,P7631,Pharmaceuticals,81,W4,Riyadh,11/24/2021,11/25/2021,12/4/2021,439,154,S177,WarePro,307.85,24935.85,In Transit,7,New York,Sea,Medium,11,2021
O105076,P8322,Automotive Parts,329,W1,Medina,7/28/2021,7/28/2021,7/29/2021,250,229,S148,QuickShip,228.62,75215.98,Pending,0,Los Angeles,Air,Low,7,2021
O105077,P9695,Electronics,459,W4,Mecca,7/26/2022,8/2/2022,8/3/2022,389,165,S348,GlobalSupplies,243.84,111922.56,Delivered,0,New York,Rail,Medium,7,2022
O105078,P2092,Automotive Parts,350,W4,Dammam,4/29/2024,4/30/2024,5/7/2024,846,131,S225,PrimeDistributors,186.07,65124.5,In Transit,4,Abha,Air,Low,4,2024
O105079,P8534,Clothing,308,W1,Jeddah,10/9/2024,10/16/2024,10/26/2024,896,120,S201,PrimeDistributors,446.41,137494.28,Cancelled,8,Dubai,Sea,Low,10,2024
O105080,P1269,Electronics,371,W4,Riyadh,12/14/2021,12/19/2021,12/27/2021,514,267,S362,PrimeDistributors,60.53,22456.63,Delivered,4,Makkah,Road,High,12,2021
O105081,P4255,Automotive Parts,226,W3,Mecca,8/31/2024,9/2/2024,9/7/2024,198,129,S939,QuickShip,413.27,93399.02,Pending,1,Jazan,Sea,Medium,8,2024
O105082,P8131,Automotive Parts,458,W5,Mecca,1/5/2022,1/10/2022,1/17/2022,308,148,S245,GlobalSupplies,319.67,146408.86,Delivered,2,Abu Dhabi,Rail,High,1,2022
O105083,P9934,Furniture,291,W1,Riyadh,6/11/2023,6/18/2023,6/20/2023,307,289,S527,WarePro,76.01,22118.91,Pending,0,Abu Dhabi,Road,Low,6,2023
O105084,P2202,Furniture,453,W4,Dammam,9/25/2024,9/28/2024,9/30/2024,608,101,S329,WarePro,164.65,74586.45,Delivered,0,Dammam,Sea,Medium,9,2024
O105085,P7265,Furniture,334,W3,Riyadh,1/16/2023,1/22/2023,1/26/2023,344,215,S243,SupplyCo,128.67,42975.78,Cancelled,1,Riyadh,Road,Medium,1,2023
O105086,P4995,Automotive Parts,245,W1,Mecca,6/26/2021,7/2/2021,7/11/2021,481,81,S384,QuickShip,161.2,39494,Cancelled,4,Dubai,Air,Low,6,2021
O105087,P3645,Clothing,75,W3,Medina,2/20/2022,2/24/2022,3/4/2022,466,253,S889,QuickShip,363.5,27262.5,Delivered,5,Abha,Road,High,2,2022
O105088,P5101,Automotive Parts,418,W5,Jeddah,3/29/2022,3/29/2022,4/8/2022,223,148,S100,SupplyCo,163.6,68384.8,Delivered,6,Riyadh,Road,High,3,2022
O105089,P1072,Pharmaceuticals,70,W2,Medina,3/15/2024,3/17/2024,3/24/2024,605,240,S322,WarePro,457.77,32043.9,Cancelled,5,Tabuk,Road,Low,3,2024
O105090,P9774,Furniture,318,W4,Medina,7/14/2022,7/14/2022,7/20/2022,838,259,S250,GlobalSupplies,180.9,57526.2,Pending,4,New York,Road,High,7,2022
O105091,P2317,Clothing,164,W3,Mecca,8/21/2021,8/23/2021,8/24/2021,702,288,S193,GlobalSupplies,347.75,57031,In Transit,0,Dammam,Air,Low,8,2021
O105092,P9066,Pharmaceuticals,81,W4,Jeddah,3/29/2021,3/29/2021,4/3/2021,528,161,S464,WarePro,235.49,19074.69,Delivered,3,Tabuk,Road,High,3,2021
O105093,P8161,Electronics,423,W5,Medina,8/19/2023,8/25/2023,9/2/2023,580,150,S167,SupplyCo,385.6,163108.8,Pending,6,Makkah,Air,Low,8,2023
O105094,P8162,Furniture,412,W5,Jeddah,4/23/2025,4/25/2025,4/28/2025,152,218,S977,GlobalSupplies,250.23,103094.76,Delivered,0,New York,Sea,Low,4,2025
O105095,P3526,Electronics,92,W1,Dammam,8/7/2024,8/14/2024,8/20/2024,5,144,S433,QuickShip,383.13,35247.96,Delivered,2,Abu Dhabi,Sea,Medium,8,2024
O105096,P9514,Pharmaceuticals,481,W1,Medina,1/17/2022,1/22/2022,1/30/2022,909,179,S563,QuickShip,232.37,111769.97,In Transit,5,Dubai,Road,Medium,1,2022
O105097,P2638,Furniture,214,W5,Jeddah,2/4/2022,2/7/2022,2/17/2022,395,194,S449,GlobalSupplies,199.8,42757.2,Delivered,6,Dammam,Rail,Low,2,2022
O105098,P7238,Electronics,366,W4,Medina,3/4/2024,3/6/2024,3/14/2024,550,134,S785,PrimeDistributors,107.3,39271.8,Delivered,5,Madina,Road,Medium,3,2024
O105099,P5400,Pharmaceuticals,345,W4,Jeddah,4/5/2025,4/9/2025,4/15/2025,891,86,S838,PrimeDistributors,405.27,139818.15,Delivered,2,Makkah,Air,Medium,4,2025
O105100,P8750,Electronics,249,W4,Dammam,7/6/2023,7/11/2023,7/13/2023,70,133,S165,PrimeDistributors,190.03,47317.47,In Transit,0,Makkah,Rail,Low,7,2023
O105101,P5830,Automotive Parts,375,W5,Mecca,2/27/2021,2/28/2021,3/10/2021,611,226,S739,WarePro,270.08,101280,Delivered,8,Tabuk,Sea,Medium,2,2021
O105102,P9103,Clothing,445,W3,Medina,3/24/2021,3/26/2021,4/5/2021,992,267,S990,PrimeDistributors,402.09,178930.05,Delivered,5,Los Angeles,Road,Low,3,2021
O105103,P8204,Clothing,327,W5,Riyadh,2/12/2025,2/16/2025,2/23/2025,346,85,S831,SupplyCo,233.88,76478.76,Delivered,4,Madina,Air,Low,2,2025
O105104,P9348,Pharmaceuticals,16,W2,Medina,6/23/2021,6/29/2021,7/4/2021,655,262,S160,WarePro,183.47,2935.52,In Transit,0,Madina,Sea,Low,6,2021
O105105,P9912,Automotive Parts,440,W4,Riyadh,6/24/2023,6/29/2023,7/2/2023,832,291,S329,WarePro,286.74,126165.6,In Transit,1,Madina,Road,High,6,2023
O105106,P4476,Automotive Parts,321,W3,Riyadh,1/11/2023,1/18/2023,1/26/2023,280,293,S418,GlobalSupplies,345.76,110988.96,Cancelled,4,Jazan,Road,High,1,2023
O105107,P7028,Furniture,267,W3,Medina,4/17/2025,4/17/2025,4/23/2025,125,240,S390,PrimeDistributors,53.68,14332.56,Cancelled,4,Tabuk,Road,Low,4,2025
O105108,P1783,Food & Beverages,439,W1,Jeddah,2/5/2023,2/8/2023,2/9/2023,396,96,S342,SupplyCo,175.02,76833.78,Delivered,0,Dubai,Sea,High,2,2023
O105109,P2469,Food & Beverages,174,W1,Medina,9/14/2021,9/19/2021,9/24/2021,170,274,S778,QuickShip,457.68,79636.32,Delivered,0,Los Angeles,Rail,High,9,2021
O105110,P7509,Food & Beverages,428,W2,Jeddah,5/18/2023,5/24/2023,5/27/2023,537,180,S937,GlobalSupplies,224.32,96008.96,Cancelled,0,Abha,Air,Low,5,2023
O105111,P7637,Pharmaceuticals,227,W3,Dammam,8/15/2023,8/16/2023,8/22/2023,230,230,S332,GlobalSupplies,67.86,15404.22,Delivered,4,New York,Air,High,8,2023
O105112,P6004,Furniture,32,W2,Medina,9/1/2023,9/7/2023,9/16/2023,162,299,S775,GlobalSupplies,301.59,9650.88,Delivered,4,Tabuk,Air,Low,9,2023
O105113,P3336,Food & Beverages,91,W3,Dammam,1/20/2023,1/26/2023,1/29/2023,619,146,S459,SupplyCo,233.6,21257.6,Delivered,1,Los Angeles,Road,Medium,1,2023
O105114,P9383,Food & Beverages,461,W1,Mecca,5/16/2021,5/22/2021,5/25/2021,950,176,S787,WarePro,390.68,180103.48,In Transit,0,Dammam,Road,High,5,2021
O105115,P9021,Clothing,191,W5,Dammam,5/15/2022,5/18/2022,5/22/2022,131,266,S537,PrimeDistributors,446.99,85375.09,Delivered,0,Dammam,Sea,Low,5,2022
O105116,P7787,Automotive Parts,119,W3,Mecca,8/16/2022,8/23/2022,8/25/2022,475,292,S695,PrimeDistributors,15,1785,Cancelled,0,Dammam,Air,Medium,8,2022
O105117,P7129,Food & Beverages,467,W4,Medina,6/9/2022,6/11/2022,6/13/2022,429,131,S178,QuickShip,468.45,218766.15,Cancelled,0,Madina,Air,Medium,6,2022
O105118,P7851,Automotive Parts,175,W4,Dammam,2/25/2023,2/25/2023,3/2/2023,96,234,S409,SupplyCo,439.56,76923,Delivered,0,New York,Rail,Medium,2,2023
O105119,P5028,Furniture,267,W2,Medina,4/1/2021,4/7/2021,4/17/2021,906,212,S942,PrimeDistributors,156.73,41846.91,Pending,5,Abu Dhabi,Sea,Medium,4,2021
O105120,P4210,Automotive Parts,452,W4,Jeddah,4/2/2021,4/2/2021,4/9/2021,150,196,S424,QuickShip,84.54,38212.08,In Transit,3,Dubai,Sea,Low,4,2021
O105121,P2334,Pharmaceuticals,108,W1,Riyadh,7/20/2024,7/24/2024,7/28/2024,428,243,S719,GlobalSupplies,219.16,23669.28,In Transit,2,Dubai,Road,High,7,2024
O105122,P2755,Furniture,448,W2,Medina,7/31/2024,8/5/2024,8/13/2024,966,113,S702,QuickShip,325.99,146043.52,Delivered,4,Jazan,Sea,Low,7,2024
O105123,P3419,Electronics,63,W3,Dammam,9/7/2023,9/11/2023,9/18/2023,574,232,S635,PrimeDistributors,476.15,29997.45,In Transit,2,Dubai,Sea,Low,9,2023
O105124,P5119,Electronics,322,W2,Medina,7/29/2024,7/29/2024,8/8/2024,729,76,S269,GlobalSupplies,308.23,99250.06,Pending,7,Khobar,Rail,High,7,2024
O105125,P2652,Furniture,359,W3,Jeddah,10/9/2024,10/11/2024,10/20/2024,988,297,S867,PrimeDistributors,137.59,49394.81,Pending,7,Abu Dhabi,Air,Medium,10,2024
O105126,P8780,Automotive Parts,390,W1,Riyadh,4/28/2021,4/28/2021,5/4/2021,96,266,S295,QuickShip,392.85,153211.5,Cancelled,2,New York,Rail,Medium,4,2021
O105127,P7025,Clothing,238,W5,Dammam,4/17/2023,4/24/2023,5/3/2023,798,86,S749,GlobalSupplies,73.51,17495.38,Cancelled,4,New York,Sea,High,4,2023
O105128,P4953,Food & Beverages,336,W3,Medina,3/5/2025,3/8/2025,3/11/2025,861,146,S344,SupplyCo,373.99,125660.64,Pending,0,Dubai,Road,High,3,2025
O105129,P4987,Furniture,280,W5,Medina,2/21/2022,2/28/2022,3/1/2022,795,290,S135,SupplyCo,15.22,4261.6,In Transit,0,Jazan,Road,Medium,2,2022
O105130,P9449,Furniture,75,W1,Medina,9/14/2022,9/16/2022,9/18/2022,338,236,S128,QuickShip,229.35,17201.25,Cancelled,0,Riyadh,Rail,Medium,9,2022
O105131,P5323,Electronics,68,W4,Jeddah,7/31/2024,8/2/2024,8/5/2024,634,293,S635,WarePro,410.07,27884.76,Cancelled,0,Los Angeles,Road,Low,7,2024
O105132,P7716,Furniture,368,W5,Medina,7/11/2021,7/16/2021,7/25/2021,347,84,S978,QuickShip,315.85,116232.8,In Transit,7,Makkah,Air,High,7,2021
O105133,P5516,Food & Beverages,251,W5,Jeddah,1/17/2024,1/21/2024,1/24/2024,270,87,S181,SupplyCo,110.29,27682.79,Pending,1,Abu Dhabi,Road,High,1,2024
O105134,P6525,Pharmaceuticals,373,W1,Riyadh,5/3/2025,5/3/2025,5/12/2025,78,287,S482,GlobalSupplies,445.87,166309.51,Delivered,5,Makkah,Rail,Low,5,2025
O105135,P9604,Food & Beverages,157,W5,Dammam,5/21/2024,5/25/2024,5/26/2024,419,263,S644,PrimeDistributors,334.52,52519.64,In Transit,0,Abha,Air,Low,5,2024
O105136,P4197,Electronics,233,W2,Riyadh,5/3/2023,5/7/2023,5/10/2023,739,176,S626,PrimeDistributors,223.09,51979.97,Delivered,1,Abu Dhabi,Road,Medium,5,2023
O105137,P9164,Electronics,217,W3,Jeddah,6/18/2025,6/21/2025,6/28/2025,505,278,S261,SupplyCo,422.25,91628.25,Cancelled,5,Dammam,Sea,Low,6,2025
O105138,P1904,Electronics,10,W4,Mecca,11/18/2021,11/19/2021,11/24/2021,677,243,S130,WarePro,477.57,4775.7,Delivered,0,Riyadh,Road,Low,11,2021
O105139,P4823,Clothing,126,W2,Medina,10/23/2024,10/28/2024,11/3/2024,699,95,S955,QuickShip,25.17,3171.42,In Transit,4,Riyadh,Sea,Medium,10,2024
O105140,P3502,Automotive Parts,297,W3,Jeddah,7/19/2022,7/23/2022,7/25/2022,669,228,S279,QuickShip,349.77,103881.69,Pending,0,Dubai,Road,Medium,7,2022
O105141,P1888,Pharmaceuticals,66,W2,Jeddah,1/22/2025,1/22/2025,1/27/2025,722,185,S343,PrimeDistributors,208.72,13775.52,Pending,0,Abu Dhabi,Sea,Low,1,2025
O105142,P3451,Furniture,211,W1,Riyadh,7/22/2024,7/22/2024,7/27/2024,231,155,S152,QuickShip,251.32,53028.52,In Transit,0,Riyadh,Air,Medium,7,2024
O105143,P7113,Electronics,215,W1,Riyadh,6/24/2022,6/27/2022,6/30/2022,297,200,S657,QuickShip,329.25,70788.75,In Transit,0,Abu Dhabi,Sea,Medium,6,2022
O105144,P4081,Furniture,271,W2,Dammam,9/13/2022,9/17/2022,9/21/2022,492,75,S615,QuickShip,232.09,62896.39,Pending,1,Riyadh,Rail,Low,9,2022
O105145,P1966,Pharmaceuticals,6,W4,Dammam,8/2/2022,8/7/2022,8/14/2022,213,156,S721,GlobalSupplies,34.02,204.12,Pending,2,Abu Dhabi,Air,Medium,8,2022
O105146,P7635,Pharmaceuticals,411,W3,Medina,7/19/2021,7/26/2021,7/30/2021,112,280,S320,QuickShip,484.93,199306.23,Cancelled,0,Riyadh,Road,High,7,2021
O105147,P5963,Food & Beverages,470,W4,Dammam,5/29/2024,6/2/2024,6/5/2024,558,289,S220,GlobalSupplies,439.44,206536.8,Cancelled,0,Los Angeles,Air,Low,5,2024
O105148,P2195,Furniture,114,W4,Medina,3/29/2025,4/4/2025,4/6/2025,176,153,S706,GlobalSupplies,258.45,29463.3,Cancelled,0,New York,Sea,High,3,2025
O105149,P9029,Automotive Parts,364,W1,Dammam,3/11/2024,3/14/2024,3/23/2024,507,99,S979,WarePro,442.55,161088.2,Delivered,4,New York,Sea,High,3,2024
O105150,P4259,Food & Beverages,132,W5,Riyadh,11/1/2024,11/3/2024,11/8/2024,829,67,S962,PrimeDistributors,320.06,42247.92,Delivered,2,Jazan,Rail,Low,11,2024
O105151,P8504,Furniture,30,W1,Mecca,6/3/2021,6/5/2021,6/7/2021,670,90,S723,SupplyCo,23.26,697.8,Delivered,0,Tabuk,Rail,Medium,6,2021
O105152,P5643,Electronics,34,W1,Riyadh,7/14/2021,7/19/2021,7/23/2021,272,148,S515,SupplyCo,396.93,13495.62,Pending,0,Los Angeles,Rail,Medium,7,2021
O105153,P4078,Electronics,132,W4,Jeddah,9/2/2023,9/6/2023,9/11/2023,89,101,S428,QuickShip,388.65,51301.8,Pending,0,Khobar,Sea,Low,9,2023
O105154,P5278,Furniture,5,W4,Mecca,12/17/2023,12/22/2023,12/26/2023,734,287,S573,WarePro,480.61,2403.05,Delivered,2,Makkah,Air,High,12,2023
O105155,P1494,Furniture,23,W4,Medina,2/25/2023,3/1/2023,3/5/2023,248,184,S428,SupplyCo,321.32,7390.36,Cancelled,0,Dammam,Air,Low,2,2023
O105156,P6252,Food & Beverages,175,W5,Medina,9/11/2023,9/14/2023,9/19/2023,584,296,S330,PrimeDistributors,440.2,77035,Cancelled,2,Madina,Sea,Medium,9,2023
O105157,P3356,Food & Beverages,144,W5,Dammam,8/11/2023,8/15/2023,8/19/2023,769,70,S785,GlobalSupplies,271.26,39061.44,Delivered,0,Dubai,Road,Low,8,2023
